FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,HST,AS,AST
1,1,Draw,0,1,Away,20,10,8,4
0,2,Away,0,0,Draw,12,2,8,3
2,2,Draw,0,0,Draw,16,3,16,7
0,3,Away,0,3,Away,18,5,14,6
3,1,Home,0,0,Draw,14,3,11,5
1,3,Away,0,1,Away,13,8,16,6
1,1,Draw,1,1,Draw,13,4,9,5
0,0,Draw,0,0,Draw,12,4,10,3
1,1,Draw,0,1,Away,10,1,33,14
1,0,Home,0,0,Draw,13,3,5,2
1,1,Draw,0,0,Draw,22,8,15,4
3,1,Home,3,0,Home,16,7,19,3
2,1,Home,1,0,Home,17,5,11,5
1,3,Away,1,0,Home,10,4,17,6
1,3,Away,0,0,Draw,9,3,17,7
2,1,Home,0,0,Draw,18,6,13,4
2,1,Home,1,1,Draw,13,7,17,3
4,1,Home,4,1,Home,10,7,10,2
1,1,Draw,1,1,Draw,12,5,10,5
0,2,Away,0,2,Away,14,6,15,4
2,0,Home,1,0,Home,17,6,14,5
2,0,Home,2,0,Home,11,2,20,3
1,3,Away,1,0,Home,12,7,14,4
1,2,Away,1,1,Draw,17,4,5,3
1,2,Away,0,1,Away,15,5,11,4
0,1,Away,0,0,Draw,12,4,8,3
4,2,Home,2,1,Home,17,9,11,5
3,4,Away,3,1,Home,8,4,13,4
3,6,Away,1,3,Away,12,6,16,10
1,3,Away,0,3,Away,11,5,16,9
2,0,Home,1,0,Home,23,8,14,5
0,0,Draw,0,0,Draw,14,7,13,3
2,0,Home,0,0,Draw,20,10,6,1
2,1,Home,0,1,Away,19,5,18,8
1,1,Draw,0,0,Draw,7,2,10,3
2,2,Draw,1,0,Home,9,3,12,4
0,4,Away,0,2,Away,16,5,11,6
1,0,Home,1,0,Home,15,6,11,1
2,1,Home,0,1,Away,16,5,10,4
0,1,Away,0,0,Draw,10,3,17,5
0,0,Draw,0,0,Draw,21,4,8,2
2,2,Draw,0,1,Away,16,5,6,4
7,0,Home,2,0,Home,24,12,7,2
0,2,Away,0,0,Draw,12,4,11,7
2,0,Home,0,0,Draw,12,6,9,1
0,0,Draw,0,0,Draw,10,3,7,2
1,3,Away,0,1,Away,8,1,23,11
1,1,Draw,0,0,Draw,7,3,10,2
4,1,Home,1,1,Draw,14,8,12,2
1,2,Away,1,0,Home,11,3,12,6
2,0,Home,0,0,Draw,20,7,8,2
5,0,Home,2,0,Home,21,11,9,3
1,2,Away,0,1,Away,8,1,7,6
1,3,Away,1,1,Draw,19,7,8,4
2,1,Home,1,1,Draw,13,4,7,3
1,2,Away,1,0,Home,16,5,11,5
2,1,Home,1,0,Home,11,3,9,2
1,1,Draw,1,0,Home,13,6,13,4
1,2,Away,1,1,Draw,14,4,7,4
2,0,Home,1,0,Home,12,4,15,1
2,2,Draw,0,2,Away,22,8,11,6
1,3,Away,1,1,Draw,11,2,11,6
1,4,Away,0,2,Away,6,1,16,9
3,2,Home,2,0,Home,15,7,13,5
0,1,Away,0,1,Away,19,5,5,2
2,1,Home,1,1,Draw,13,5,15,5
0,1,Away,0,1,Away,7,2,10,4
3,2,Home,2,1,Home,13,4,12,5
2,1,Home,0,1,Away,12,5,8,2
4,2,Home,1,1,Draw,12,5,17,6
1,1,Draw,0,1,Away,26,8,11,2
2,1,Home,0,0,Draw,10,4,6,2
2,0,Home,0,0,Draw,13,3,9,2
2,2,Draw,1,0,Home,17,6,10,3
1,2,Away,0,1,Away,13,5,12,3
1,2,Away,0,1,Away,16,5,20,5
3,0,Home,1,0,Home,15,8,7,1
0,1,Away,0,0,Draw,13,5,12,4
2,2,Draw,1,1,Draw,16,5,10,6
3,2,Home,1,0,Home,14,7,14,6
2,1,Home,1,0,Home,21,6,13,3
2,3,Away,1,0,Home,9,5,16,5
3,2,Home,0,1,Away,27,6,12,6
0,3,Away,0,1,Away,10,3,9,6
0,0,Draw,0,0,Draw,16,3,11,1
0,0,Draw,0,0,Draw,17,1,5,2
2,1,Home,1,1,Draw,13,5,17,2
2,1,Home,2,0,Home,8,4,9,2
1,4,Away,0,2,Away,17,9,14,7
2,1,Home,1,1,Draw,17,4,8,2
1,1,Draw,0,1,Away,17,4,9,5
0,1,Away,0,0,Draw,16,2,10,4
2,0,Home,1,0,Home,15,7,17,5
4,2,Home,1,0,Home,16,5,6,2
3,2,Home,2,2,Draw,8,3,11,4
3,0,Home,0,0,Draw,14,5,13,3
0,1,Away,0,0,Draw,7,4,11,3
1,3,Away,1,1,Draw,14,3,8,4
2,3,Away,1,1,Draw,12,6,17,8
2,0,Home,1,0,Home,18,9,12,6
4,0,Home,1,0,Home,18,7,5,2
0,2,Away,0,1,Away,11,4,17,8
3,0,Home,1,0,Home,13,6,6,0
3,1,Home,2,0,Home,15,8,13,7
1,0,Home,0,0,Draw,14,4,6,1
2,1,Home,1,1,Draw,18,2,13,6
3,3,Draw,1,2,Away,9,4,16,6
3,1,Home,2,1,Home,20,6,7,4
0,4,Away,0,1,Away,7,2,19,13
3,1,Home,1,1,Draw,25,7,12,4
6,0,Home,3,0,Home,16,12,11,4
2,0,Home,0,0,Draw,11,4,7,1
0,4,Away,0,0,Draw,17,3,19,4
3,3,Draw,0,2,Away,16,5,12,7
0,1,Away,0,1,Away,12,2,12,5
0,1,Away,0,0,Draw,8,1,23,8
0,0,Draw,0,0,Draw,18,7,13,1
2,2,Draw,2,1,Home,17,4,13,5
3,0,Home,1,0,Home,13,7,12,2
0,1,Away,0,0,Draw,12,7,10,3
0,4,Away,0,1,Away,8,3,18,9
1,2,Away,1,0,Home,9,2,18,8
3,2,Home,1,1,Draw,14,5,11,4
1,1,Draw,1,1,Draw,17,8,8,1
2,3,Away,0,0,Draw,8,4,16,8
1,3,Away,0,3,Away,18,6,10,7
4,0,Home,2,0,Home,14,8,10,2
1,1,Draw,1,0,Home,18,5,3,2
0,1,Away,0,0,Draw,20,5,18,8
3,0,Home,1,0,Home,10,4,13,3
4,1,Home,1,1,Draw,25,8,8,4
4,1,Home,1,1,Draw,22,8,8,4
4,2,Home,3,1,Home,15,8,14,3
3,0,Home,1,0,Home,12,8,13,2
2,2,Draw,1,2,Away,15,6,7,2
5,0,Home,2,0,Home,15,8,6,3
1,1,Draw,0,0,Draw,13,3,11,1
3,0,Home,2,0,Home,14,8,16,4
1,0,Home,0,0,Draw,16,6,12,4
2,1,Home,1,1,Draw,15,4,10,2
1,0,Home,1,0,Home,10,4,12,6
1,2,Away,1,0,Home,15,3,12,4
2,0,Home,0,0,Draw,12,4,17,5
1,1,Draw,1,1,Draw,19,5,11,7
0,0,Draw,0,0,Draw,11,4,15,7
3,2,Home,1,1,Draw,11,5,14,5
0,2,Away,0,1,Away,7,1,16,7
2,1,Home,1,0,Home,16,8,22,3
3,0,Home,1,0,Home,22,10,9,1
2,0,Home,1,0,Home,11,5,8,2
1,0,Home,0,0,Draw,10,5,14,3
2,4,Away,0,1,Away,8,3,16,8
1,1,Draw,0,0,Draw,19,4,11,4
0,0,Draw,0,0,Draw,18,2,5,0
3,0,Home,2,0,Home,22,8,14,6
0,1,Away,0,1,Away,7,4,10,2
1,2,Away,0,0,Draw,18,8,15,9
1,0,Home,0,0,Draw,12,4,9,1
3,1,Home,2,0,Home,19,9,5,1
3,0,Home,1,0,Home,16,6,6,1
2,4,Away,1,3,Away,14,6,20,7
1,2,Away,1,1,Draw,22,5,17,7
2,2,Draw,0,2,Away,13,5,15,7
2,2,Draw,1,1,Draw,14,6,8,4
3,5,Away,0,3,Away,12,7,10,9
1,3,Away,0,0,Draw,12,3,11,5
0,1,Away,0,1,Away,17,4,6,3
0,1,Away,0,0,Draw,10,1,9,3
2,2,Draw,1,0,Home,11,6,9,7
1,0,Home,0,0,Draw,7,2,16,4
2,1,Home,1,0,Home,12,4,8,2
1,1,Draw,0,1,Away,10,4,14,6
0,3,Away,0,2,Away,12,4,16,6
1,1,Draw,0,1,Away,15,4,14,3
1,0,Home,0,0,Draw,9,4,6,1
5,1,Home,1,0,Home,19,9,13,6
1,1,Draw,1,0,Home,18,7,7,3
3,0,Home,2,0,Home,11,5,3,1
1,1,Draw,1,0,Home,6,2,11,2
0,1,Away,0,1,Away,11,4,11,4
0,1,Away,0,0,Draw,14,3,8,2
2,2,Draw,1,0,Home,10,4,14,5
1,3,Away,0,2,Away,16,6,8,4
2,0,Home,2,0,Home,11,6,9,3
0,1,Away,0,1,Away,17,6,12,5
2,0,Home,0,0,Draw,17,7,7,1
0,1,Away,0,1,Away,10,1,16,5
3,0,Home,2,0,Home,30,10,3,2
1,3,Away,0,0,Draw,9,4,17,6
0,3,Away,0,2,Away,9,2,17,8
0,1,Away,0,0,Draw,17,2,16,7
0,1,Away,0,1,Away,15,4,9,3
0,0,Draw,0,0,Draw,21,9,6,2
3,2,Home,0,2,Away,17,6,12,4
1,0,Home,1,0,Home,10,4,12,3
3,2,Home,2,0,Home,17,8,24,7
1,1,Draw,1,0,Home,10,5,9,3
2,3,Away,2,0,Home,12,5,9,3
1,0,Home,0,0,Draw,9,3,11,0
0,0,Draw,0,0,Draw,12,0,12,3
4,0,Home,2,0,Home,17,11,14,4
0,3,Away,0,2,Away,12,3,12,6
1,1,Draw,0,0,Draw,15,3,17,6
1,0,Home,0,0,Draw,20,7,3,1
3,1,Home,1,1,Draw,23,9,7,2
1,4,Away,1,2,Away,10,5,20,10
0,1,Away,0,1,Away,8,1,9,4
4,2,Home,2,1,Home,15,9,9,4
1,1,Draw,0,1,Away,13,5,6,4
0,1,Away,0,0,Draw,22,6,5,3
3,0,Home,0,0,Draw,16,7,3,1
2,0,Home,1,0,Home,25,12,3,1
2,1,Home,1,1,Draw,14,5,18,8
4,0,Home,1,0,Home,14,6,8,2
3,0,Home,2,0,Home,12,5,10,4
1,1,Draw,0,0,Draw,17,4,8,2
1,3,Away,0,1,Away,18,7,19,9
4,2,Home,2,1,Home,18,7,11,4
2,1,Home,2,1,Home,13,7,4,1
2,1,Home,2,0,Home,15,6,14,6
1,3,Away,1,2,Away,14,4,16,5
1,0,Home,0,0,Draw,22,6,12,1
1,2,Away,0,1,Away,13,4,10,7
1,1,Draw,1,0,Home,16,8,16,5
1,1,Draw,0,1,Away,16,8,16,4
0,1,Away,0,0,Draw,7,1,8,5
0,2,Away,0,0,Draw,30,5,11,6
2,2,Draw,0,1,Away,9,6,17,6
1,0,Home,1,0,Home,24,8,7,1
0,0,Draw,0,0,Draw,6,0,9,2
3,1,Home,1,0,Home,13,7,12,6
3,0,Home,3,0,Home,14,9,9,1
2,0,Home,0,0,Draw,13,6,9,0
5,0,Home,3,0,Home,20,7,4,1
1,0,Home,1,0,Home,22,5,14,3
1,3,Away,0,1,Away,9,1,16,7
2,4,Away,1,0,Home,8,4,12,6
4,0,Home,1,0,Home,12,7,14,4
6,0,Home,1,0,Home,17,8,10,3
1,0,Home,0,0,Draw,11,4,16,3
2,1,Home,1,1,Draw,19,6,9,2
2,1,Home,1,0,Home,9,5,7,5
1,1,Draw,1,0,Home,18,5,12,3
1,2,Away,1,1,Draw,12,5,8,4
0,1,Away,0,0,Draw,5,1,14,3
1,2,Away,1,1,Draw,9,2,17,9
0,1,Away,0,0,Draw,8,4,13,3
1,1,Draw,1,0,Home,15,3,9,3
2,1,Home,1,1,Draw,13,6,11,3
1,2,Away,1,1,Draw,12,4,11,6
6,2,Home,4,0,Home,21,7,9,3
2,0,Home,1,0,Home,9,3,12,2
1,3,Away,1,1,Draw,8,4,8,6
2,0,Home,2,0,Home,13,7,7,5
1,1,Draw,0,1,Away,16,4,9,6
0,2,Away,0,1,Away,17,2,11,3
1,0,Home,0,0,Draw,16,5,7,2
4,1,Home,0,0,Draw,21,10,7,3
0,0,Draw,0,0,Draw,16,3,6,2
0,1,Away,0,0,Draw,6,1,9,5
1,1,Draw,0,1,Away,12,3,7,1
1,1,Draw,1,1,Draw,27,8,6,2
1,0,Home,0,0,Draw,15,3,12,4
1,1,Draw,0,0,Draw,27,9,6,4
1,1,Draw,0,0,Draw,14,8,19,6
3,2,Home,1,2,Away,14,5,15,9
1,1,Draw,1,0,Home,8,4,15,7
2,0,Home,1,0,Home,21,9,9,4
1,1,Draw,0,1,Away,24,3,9,4
1,0,Home,0,0,Draw,13,4,6,1
2,4,Away,2,1,Home,8,3,15,5
2,1,Home,0,0,Draw,19,5,6,1
5,1,Home,3,0,Home,19,10,8,4
1,0,Home,0,0,Draw,10,2,11,3
1,3,Away,0,0,Draw,13,4,22,11
0,0,Draw,0,0,Draw,11,3,15,6
1,0,Home,0,0,Draw,16,4,13,5
0,2,Away,0,1,Away,10,2,12,7
1,1,Draw,0,0,Draw,15,5,14,6
2,2,Draw,1,0,Home,9,3,19,8
5,1,Home,4,0,Home,5,4,7,3
3,0,Home,2,0,Home,20,5,2,2
1,3,Away,0,2,Away,14,7,9,5
1,1,Draw,0,0,Draw,8,2,18,9
2,1,Home,1,1,Draw,15,4,9,3
1,0,Home,1,0,Home,7,2,21,8
0,1,Away,0,1,Away,11,2,9,3
1,3,Away,1,0,Home,5,3,14,4
3,0,Home,1,0,Home,14,6,11,4
0,0,Draw,0,0,Draw,11,2,10,1
4,1,Home,2,1,Home,18,9,14,4
2,0,Home,1,0,Home,17,5,15,6
0,1,Away,0,1,Away,14,4,10,2
4,1,Home,3,1,Home,22,8,3,0
2,0,Home,2,0,Home,11,5,8,2
2,0,Home,0,0,Draw,4,4,16,4
0,2,Away,0,1,Away,16,5,9,5
0,1,Away,0,0,Draw,10,2,15,4
1,2,Away,1,0,Home,14,5,14,4
3,0,Home,3,0,Home,23,11,7,2
0,2,Away,0,1,Away,11,0,10,7
1,1,Draw,0,1,Away,13,3,11,5
2,0,Home,0,0,Draw,10,5,6,3
1,2,Away,1,1,Draw,11,5,15,4
1,3,Away,0,0,Draw,15,4,9,4
1,8,Away,0,2,Away,12,5,17,10
2,1,Home,0,0,Draw,13,4,11,3
2,0,Home,1,0,Home,11,4,12,2
1,2,Away,1,2,Away,21,3,3,2
2,1,Home,1,1,Draw,10,5,10,5
3,1,Home,0,0,Draw,18,11,9,3
2,1,Home,1,0,Home,10,6,17,5
0,1,Away,0,1,Away,8,2,13,6
1,1,Draw,0,1,Away,16,4,9,3
3,1,Home,1,1,Draw,20,5,9,2
1,3,Away,0,0,Draw,17,4,20,6
3,2,Home,3,1,Home,12,4,17,7
2,1,Home,0,1,Away,19,7,14,4
3,1,Home,2,0,Home,16,5,8,3
2,2,Draw,0,0,Draw,11,7,9,4
0,3,Away,0,1,Away,7,1,17,8
2,1,Home,2,1,Home,7,4,12,5
0,1,Away,0,0,Draw,4,0,13,7
3,0,Home,1,0,Home,12,6,15,9
2,0,Home,0,0,Draw,19,5,9,3
0,1,Away,0,0,Draw,19,7,7,3
2,0,Home,1,0,Home,22,8,9,2
1,2,Away,0,0,Draw,18,7,9,4
2,2,Draw,1,1,Draw,9,4,24,6
1,0,Home,1,0,Home,13,3,15,4
1,1,Draw,0,0,Draw,10,3,15,7
1,2,Away,0,2,Away,13,5,4,3
5,1,Home,1,1,Draw,18,5,6,2
0,1,Away,0,0,Draw,7,1,11,3
1,1,Draw,0,1,Away,17,7,13,4
1,0,Home,0,0,Draw,16,6,9,1
4,1,Home,3,1,Home,21,9,7,3
0,2,Away,0,1,Away,12,4,17,5
5,0,Home,3,0,Home,24,13,4,1
2,0,Home,0,0,Draw,12,5,10,3
1,1,Draw,1,1,Draw,10,5,8,3
0,1,Away,0,1,Away,11,0,11,3
5,3,Home,2,1,Home,26,8,11,7
1,1,Draw,1,0,Home,14,6,10,4
2,4,Away,2,0,Home,15,5,12,6
1,0,Home,0,0,Draw,16,5,22,5
3,0,Home,2,0,Home,15,4,14,4
3,4,Away,1,1,Draw,15,6,7,5
1,2,Away,1,1,Draw,15,4,9,4
0,3,Away,0,1,Away,4,1,17,12
0,0,Draw,0,0,Draw,16,6,13,4
1,0,Home,0,0,Draw,15,6,12,2
1,1,Draw,1,1,Draw,19,8,9,2
1,0,Home,0,0,Draw,22,9,12,5
1,4,Away,1,2,Away,17,4,17,9
7,0,Home,3,0,Home,25,12,3,1
1,2,Away,0,0,Draw,25,6,11,6
0,4,Away,0,2,Away,13,2,9,5
1,0,Home,0,0,Draw,19,4,5,2
3,0,Home,1,0,Home,17,7,9,5
2,0,Home,0,0,Draw,22,5,8,3
1,2,Away,1,2,Away,10,2,13,5
2,1,Home,1,1,Draw,12,6,6,2
1,2,Away,0,1,Away,18,3,12,5
0,1,Away,0,0,Draw,5,2,12,4
2,2,Draw,0,1,Away,17,5,7,3
3,1,Home,2,0,Home,14,8,10,6
3,1,Home,1,1,Draw,15,7,11,1
1,4,Away,0,1,Away,15,7,8,4
1,1,Draw,0,1,Away,21,4,2,1
2,1,Home,0,0,Draw,14,5,13,7
0,2,Away,0,1,Away,7,1,19,6
1,2,Away,1,0,Home,17,5,16,8
0,0,Draw,0,0,Draw,13,3,11,4
3,0,Home,2,0,Home,12,4,4,3
1,2,Away,1,0,Home,9,3,20,9
1,0,Home,0,0,Draw,21,9,7,1
4,2,Home,1,1,Draw,16,7,14,10
1,0,Home,0,0,Draw,6,3,11,2
2,0,Home,1,0,Home,9,4,16,2
2,1,Home,1,1,Draw,23,6,8,3
0,2,Away,0,0,Draw,22,3,11,5
4,0,Home,2,0,Home,19,9,8,3
1,0,Home,1,0,Home,8,3,19,6
3,0,Home,3,0,Home,10,3,4,2
0,0,Draw,0,0,Draw,17,5,5,2
3,1,Home,1,0,Home,20,9,7,1
3,3,Draw,2,2,Draw,9,5,16,7
1,2,Away,1,1,Draw,17,6,9,4
3,2,Home,2,1,Home,13,5,17,3
0,2,Away,0,1,Away,24,5,9,5
4,0,Home,3,0,Home,19,8,3,0
0,1,Away,0,0,Draw,18,5,10,6
2,2,Draw,0,1,Away,23,8,7,4
1,2,Away,0,1,Away,14,4,14,6
2,0,Home,0,0,Draw,14,7,15,5
2,1,Home,1,0,Home,12,5,12,6
2,0,Home,1,0,Home,10,3,12,6
1,2,Away,0,1,Away,18,6,11,4
1,1,Draw,0,0,Draw,10,3,22,7
5,0,Home,3,0,Home,24,9,2,1
1,1,Draw,0,1,Away,19,7,8,4
0,0,Draw,0,0,Draw,8,1,13,3
1,0,Home,0,0,Draw,14,5,7,1
1,0,Home,0,0,Draw,12,5,9,3
2,2,Draw,1,0,Home,17,7,13,2
2,1,Home,1,0,Home,12,3,19,8
0,1,Away,0,0,Draw,13,4,18,6
0,1,Away,0,1,Away,21,8,11,3
4,0,Home,3,0,Home,13,5,4,2
1,3,Away,1,1,Draw,16,6,13,5
2,1,Home,1,1,Draw,18,8,14,2
3,1,Home,1,0,Home,16,10,11,2
1,1,Draw,1,1,Draw,12,6,15,6
2,3,Away,1,2,Away,17,5,12,7
3,0,Home,2,0,Home,5,3,15,5
1,1,Draw,0,1,Away,16,5,11,5
3,1,Home,0,0,Draw,15,9,18,7
5,1,Home,2,0,Home,21,11,6,3
1,2,Away,1,1,Draw,11,3,12,5
1,1,Draw,1,0,Home,11,3,19,3
2,2,Draw,2,1,Home,15,5,14,3
1,2,Away,1,1,Draw,12,4,10,3
3,2,Home,0,2,Away,29,7,5,4
1,2,Away,0,2,Away,10,2,14,5
2,2,Draw,1,1,Draw,16,2,13,7
0,2,Away,0,0,Draw,13,3,14,8
0,1,Away,0,0,Draw,16,3,8,2
2,2,Draw,0,2,Away,13,6,14,7
5,0,Home,3,0,Home,16,9,10,2
4,0,Home,2,0,Home,11,7,14,4
4,1,Home,2,1,Home,14,8,7,2
2,0,Home,1,0,Home,18,7,19,8
2,1,Home,1,0,Home,11,5,15,6
0,3,Away,0,2,Away,5,2,15,7
2,0,Home,0,0,Draw,14,5,7,0
2,0,Home,1,0,Home,16,8,3,1
1,1,Draw,0,0,Draw,11,9,18,7
3,3,Draw,2,1,Home,10,6,18,8
1,1,Draw,1,0,Home,15,3,14,7
1,0,Home,1,0,Home,13,6,6,1
3,2,Home,1,0,Home,17,7,13,8
2,0,Home,0,0,Draw,14,6,14,5
2,0,Home,1,0,Home,12,5,6,1
4,1,Home,1,0,Home,14,4,7,4
1,1,Draw,0,1,Away,15,5,12,4
1,1,Draw,1,1,Draw,21,4,6,3
1,1,Draw,0,1,Away,13,3,11,4
2,2,Draw,2,1,Home,18,8,10,4
2,2,Draw,2,0,Home,6,4,11,2
2,0,Home,1,0,Home,7,3,16,3
3,1,Home,1,0,Home,19,11,11,2
1,2,Away,1,2,Away,15,4,11,4
1,0,Home,0,0,Draw,11,5,13,5
4,0,Home,1,0,Home,14,6,11,5
0,0,Draw,0,0,Draw,17,4,12,4
0,0,Draw,0,0,Draw,12,5,8,5
0,2,Away,0,1,Away,8,3,15,6
4,1,Home,2,0,Home,20,11,17,6
1,1,Draw,1,0,Home,23,5,12,3
1,2,Away,1,1,Draw,6,2,18,5
1,1,Draw,0,0,Draw,12,3,12,2
3,0,Home,0,0,Draw,17,5,4,1
1,4,Away,1,2,Away,14,3,11,5
1,1,Draw,0,0,Draw,23,12,11,6
1,1,Draw,1,0,Home,16,5,9,1
0,3,Away,0,2,Away,13,6,11,4
5,0,Home,2,0,Home,15,8,10,1
1,0,Home,0,0,Draw,19,7,12,5
1,1,Draw,0,1,Away,19,7,8,1
1,0,Home,1,0,Home,6,3,12,5
3,1,Home,2,0,Home,9,5,17,7
1,0,Home,0,0,Draw,15,6,4,1
0,0,Draw,0,0,Draw,10,3,9,1
0,0,Draw,0,0,Draw,19,5,14,6
2,0,Home,1,0,Home,10,5,12,2
3,1,Home,1,0,Home,14,7,13,6
1,0,Home,0,0,Draw,18,6,10,2
1,5,Away,0,2,Away,9,3,22,9
3,2,Home,2,0,Home,9,2,17,6
1,0,Home,1,0,Home,13,3,10,1
2,2,Draw,1,1,Draw,15,5,15,8
2,0,Home,0,0,Draw,9,7,8,0
3,1,Home,2,0,Home,18,9,8,5
1,4,Away,1,0,Home,8,3,14,5
1,2,Away,0,2,Away,18,3,13,5
1,1,Draw,1,0,Home,16,4,13,7
3,1,Home,3,0,Home,18,10,5,1
0,3,Away,0,1,Away,14,5,18,8
0,2,Away,0,0,Draw,12,3,11,6
1,1,Draw,1,0,Home,13,1,22,8
0,1,Away,0,0,Draw,15,3,9,4
2,2,Draw,1,1,Draw,13,4,11,5
2,2,Draw,1,1,Draw,13,6,14,4
1,1,Draw,0,1,Away,10,2,15,2
0,0,Draw,0,0,Draw,11,2,5,0
2,2,Draw,1,1,Draw,18,6,8,2
0,1,Away,0,0,Draw,6,3,18,4
3,2,Home,2,2,Draw,15,8,8,2
2,0,Home,2,0,Home,18,10,5,1
1,0,Home,1,0,Home,14,5,3,1
1,1,Draw,1,0,Home,13,4,15,7
3,0,Home,3,0,Home,10,4,10,1
5,0,Home,4,0,Home,19,12,4,0
1,1,Draw,0,1,Away,14,4,11,6
0,0,Draw,0,0,Draw,9,1,12,4
0,1,Away,0,0,Draw,10,2,19,4
1,1,Draw,1,1,Draw,16,2,7,3
0,0,Draw,0,0,Draw,13,2,9,2
1,3,Away,0,2,Away,18,6,13,9
0,1,Away,0,0,Draw,6,2,14,6
1,2,Away,0,2,Away,14,6,8,2
4,1,Home,1,0,Home,12,9,6,3
2,1,Home,1,0,Home,19,3,7,5
4,2,Home,2,0,Home,21,6,11,6
4,0,Home,2,0,Home,13,9,13,6
1,1,Draw,1,0,Home,9,5,11,5
3,0,Home,0,0,Draw,11,5,7,1
0,2,Away,0,1,Away,11,4,22,7
4,0,Home,3,0,Home,11,8,6,2
4,1,Home,2,1,Home,17,8,10,3
0,1,Away,0,0,Draw,20,5,11,5
1,2,Away,0,1,Away,13,5,14,7
2,0,Home,1,0,Home,23,7,12,4
3,1,Home,1,0,Home,21,6,7,2
2,1,Home,1,0,Home,18,5,5,3
2,1,Home,1,0,Home,11,2,15,4
0,4,Away,0,2,Away,9,3,15,8
2,2,Draw,1,1,Draw,12,3,15,7
1,0,Home,0,0,Draw,5,2,17,3
0,0,Draw,0,0,Draw,12,5,15,6
2,0,Home,0,0,Draw,15,8,15,5
1,1,Draw,1,0,Home,23,7,9,3
1,0,Home,0,0,Draw,16,4,8,4
0,0,Draw,0,0,Draw,22,9,7,1
0,0,Draw,0,0,Draw,4,2,14,3
7,1,Home,5,0,Home,19,10,4,0
1,0,Home,1,0,Home,16,5,14,7
2,1,Home,2,0,Home,13,3,15,2
0,0,Draw,0,0,Draw,13,3,6,3
3,2,Home,2,1,Home,11,6,7,4
3,1,Home,3,1,Home,11,7,20,5
3,0,Home,1,0,Home,10,7,14,4
1,2,Away,0,2,Away,18,5,12,8
2,1,Home,1,1,Draw,10,5,10,3
1,0,Home,1,0,Home,18,5,4,2
1,3,Away,0,2,Away,15,6,12,5
0,6,Away,0,3,Away,7,2,15,7
1,2,Away,0,1,Away,22,5,11,7
1,3,Away,1,2,Away,5,1,10,4
4,1,Home,1,1,Draw,18,10,14,7
1,4,Away,1,2,Away,10,3,19,5
2,1,Home,0,0,Draw,15,4,6,1
2,1,Home,1,0,Home,12,6,8,2
2,0,Home,2,0,Home,10,3,4,4
1,3,Away,0,1,Away,15,4,13,6
1,2,Away,1,0,Home,12,3,13,3
2,0,Home,1,0,Home,17,6,8,2
1,1,Draw,0,0,Draw,17,5,15,6
1,6,Away,1,1,Draw,5,3,15,9
1,0,Home,0,0,Draw,8,2,17,3
4,4,Draw,1,0,Home,27,10,11,4
2,1,Home,2,1,Home,14,8,4,3
1,4,Away,1,2,Away,13,6,13,6
0,1,Away,0,1,Away,18,6,12,5
0,2,Away,0,1,Away,11,4,8,4
0,1,Away,0,0,Draw,6,3,12,4
0,3,Away,0,1,Away,19,7,9,5
2,1,Home,0,0,Draw,12,3,14,6
1,1,Draw,1,0,Home,15,5,19,7
2,1,Home,1,1,Draw,18,5,7,3
1,1,Draw,1,1,Draw,13,4,7,1
2,2,Draw,0,2,Away,12,3,14,5
1,2,Away,0,1,Away,14,5,13,5
0,0,Draw,0,0,Draw,12,3,6,5
4,1,Home,1,1,Draw,10,6,14,3
1,3,Away,0,1,Away,11,6,11,4
1,1,Draw,1,0,Home,18,4,15,9
3,0,Home,1,0,Home,16,10,4,0
1,3,Away,1,2,Away,20,2,14,9
1,2,Away,0,1,Away,12,4,10,5
4,0,Home,3,0,Home,7,4,3,0
2,2,Draw,1,0,Home,14,6,23,7
1,0,Home,0,0,Draw,13,6,7,4
2,0,Home,1,0,Home,7,3,13,5
4,0,Home,2,0,Home,11,6,11,6
3,1,Home,1,1,Draw,15,8,16,4
4,1,Home,3,0,Home,12,4,6,1
4,1,Home,2,1,Home,18,8,9,3
0,0,Draw,0,0,Draw,14,2,5,0
1,0,Home,1,0,Home,15,8,7,1
0,2,Away,0,1,Away,15,4,11,3
3,3,Draw,1,0,Home,17,7,17,8
1,2,Away,1,1,Draw,16,4,14,6
1,2,Away,1,1,Draw,23,10,9,4
0,0,Draw,0,0,Draw,10,2,7,0
3,0,Home,1,0,Home,16,8,8,1
0,0,Draw,0,0,Draw,15,8,11,3
2,0,Home,1,0,Home,18,8,4,1
1,1,Draw,0,0,Draw,19,4,11,4
1,2,Away,0,2,Away,11,4,15,8
0,1,Away,0,0,Draw,15,3,10,4
1,1,Draw,0,0,Draw,13,6,7,4
1,2,Away,0,0,Draw,16,4,15,6
1,1,Draw,1,1,Draw,15,6,5,2
0,0,Draw,0,0,Draw,17,5,11,3
2,0,Home,1,0,Home,15,6,9,5
4,1,Home,1,0,Home,17,8,9,4
0,0,Draw,0,0,Draw,15,5,12,5
2,3,Away,1,2,Away,16,7,15,7
2,5,Away,1,3,Away,10,5,17,6
1,0,Home,0,0,Draw,13,4,10,2
0,0,Draw,0,0,Draw,12,5,8,1
4,0,Home,1,0,Home,23,6,7,3
3,1,Home,1,1,Draw,13,10,11,6
1,0,Home,1,0,Home,14,3,11,3
