FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,HST,AS,AST
2,0,Home,0,0,Draw,17,7,13,3
1,1,Draw,0,0,Draw,15,3,13,4
2,1,Home,1,0,Home,11,7,9,4
4,1,Home,3,1,Home,10,5,10,7
1,0,Home,0,0,Draw,8,3,12,3
0,0,Draw,0,0,Draw,7,0,8,3
1,1,Draw,1,0,Home,18,7,7,2
1,2,Away,0,1,Away,5,1,11,6
3,1,Home,0,1,Away,20,7,9,4
1,3,Away,1,1,Draw,16,3,12,5
1,1,Draw,0,1,Away,19,4,6,1
0,3,Away,0,1,Away,4,0,20,6
1,1,Draw,0,0,Draw,23,7,14,8
0,2,Away,0,1,Away,16,4,5,3
3,1,Home,1,0,Home,10,6,5,2
3,1,Home,2,1,Home,18,5,3,1
2,1,Home,1,0,Home,8,4,18,5
2,1,Home,0,0,Draw,22,7,13,4
2,1,Home,1,0,Home,15,4,15,6
3,2,Home,2,1,Home,15,6,16,8
2,2,Draw,0,0,Draw,15,6,9,5
3,3,Draw,1,1,Draw,12,5,11,6
1,1,Draw,1,0,Home,14,2,11,2
0,0,Draw,0,0,Draw,10,1,19,7
2,3,Away,1,2,Away,21,7,12,7
4,2,Home,2,1,Home,16,7,17,4
1,1,Draw,1,0,Home,17,5,8,2
2,0,Home,0,0,Draw,14,6,9,3
0,2,Away,0,1,Away,10,2,14,7
1,3,Away,0,2,Away,17,9,12,8
1,1,Draw,1,0,Home,8,5,9,2
1,0,Home,0,0,Draw,18,5,12,5
1,1,Draw,0,0,Draw,16,8,12,4
1,0,Home,0,0,Draw,15,4,15,3
1,3,Away,0,1,Away,17,8,17,9
3,1,Home,2,0,Home,14,6,12,2
7,0,Home,2,0,Home,19,10,4,1
1,2,Away,0,0,Draw,16,4,6,3
0,0,Draw,0,0,Draw,11,2,12,4
3,1,Home,0,0,Draw,21,9,12,2
2,0,Home,1,0,Home,18,8,9,0
2,0,Home,2,0,Home,6,4,25,5
1,2,Away,0,0,Draw,13,6,18,7
2,4,Away,2,0,Home,14,6,16,10
3,0,Home,1,0,Home,10,6,13,4
1,0,Home,1,0,Home,15,2,15,5
2,1,Home,1,0,Home,18,5,14,3
2,2,Draw,1,1,Draw,13,3,10,3
4,1,Home,2,0,Home,21,10,13,6
4,1,Home,2,0,Home,15,7,4,1
2,0,Home,1,0,Home,15,5,10,4
0,3,Away,0,2,Away,14,3,7,3
4,3,Home,0,1,Away,20,8,12,6
0,2,Away,0,0,Draw,9,3,15,5
3,1,Home,2,0,Home,15,6,11,5
0,0,Draw,0,0,Draw,23,3,11,1
0,0,Draw,0,0,Draw,7,1,14,0
1,2,Away,0,1,Away,20,4,6,4
6,0,Home,4,0,Home,18,8,3,0
7,1,Home,3,0,Home,21,13,10,5
0,0,Draw,0,0,Draw,6,0,15,3
2,2,Draw,1,1,Draw,19,7,9,7
1,3,Away,1,0,Home,7,2,20,12
0,2,Away,0,1,Away,14,4,8,3
0,4,Away,0,3,Away,13,5,12,4
1,3,Away,0,1,Away,8,1,13,11
1,1,Draw,1,1,Draw,13,5,8,3
4,0,Home,1,0,Home,16,8,13,4
3,1,Home,1,1,Draw,13,7,11,2
2,2,Draw,1,1,Draw,19,5,10,4
0,3,Away,0,1,Away,8,1,18,6
1,2,Away,0,1,Away,17,4,9,4
4,0,Home,0,0,Draw,22,10,6,0
1,2,Away,0,1,Away,6,1,21,5
1,1,Draw,0,0,Draw,10,3,10,2
0,0,Draw,0,0,Draw,15,2,6,0
2,6,Away,0,3,Away,14,6,17,10
0,3,Away,0,2,Away,10,0,15,7
2,2,Draw,1,0,Home,17,4,13,5
1,1,Draw,0,0,Draw,24,6,10,1
0,3,Away,0,1,Away,12,5,25,11
1,4,Away,1,2,Away,21,9,10,4
3,1,Home,0,0,Draw,16,6,20,6
0,1,Away,0,1,Away,13,3,12,1
2,1,Home,1,0,Home,13,6,14,4
3,0,Home,0,0,Draw,21,7,13,6
2,1,Home,1,0,Home,10,4,19,9
3,2,Home,0,1,Away,11,5,9,3
4,1,Home,0,0,Draw,20,9,11,5
1,3,Away,0,2,Away,15,4,12,9
2,1,Home,0,0,Draw,18,7,22,7
0,2,Away,0,0,Draw,10,3,13,4
1,3,Away,0,1,Away,20,5,16,6
3,0,Home,0,0,Draw,14,4,5,1
3,0,Home,1,0,Home,14,7,7,2
2,0,Home,0,0,Draw,17,4,10,2
1,3,Away,0,1,Away,25,10,15,7
3,3,Draw,2,1,Home,17,5,9,5
3,3,Draw,1,2,Away,23,8,13,6
1,2,Away,0,0,Draw,15,7,11,7
5,2,Home,2,1,Home,20,10,12,6
1,0,Home,0,0,Draw,5,3,10,4
1,1,Draw,1,0,Home,23,9,19,8
4,1,Home,2,1,Home,20,6,5,3
0,1,Away,0,0,Draw,20,7,15,3
2,0,Home,1,0,Home,11,4,5,1
0,2,Away,0,1,Away,10,2,14,8
1,1,Draw,0,0,Draw,20,7,13,5
1,0,Home,1,0,Home,13,3,17,4
1,2,Away,1,1,Draw,9,3,16,5
1,2,Away,0,1,Away,13,2,10,3
2,0,Home,2,0,Home,14,6,7,4
1,1,Draw,0,1,Away,11,4,20,6
3,1,Home,1,1,Draw,22,9,12,3
3,0,Home,2,0,Home,20,8,4,1
3,0,Home,2,0,Home,12,9,15,4
1,0,Home,1,0,Home,7,4,18,4
1,0,Home,0,0,Draw,21,7,13,1
1,2,Away,0,1,Away,6,3,10,3
2,2,Draw,2,1,Home,10,3,19,6
1,1,Draw,0,1,Away,28,5,11,3
3,0,Home,0,0,Draw,23,7,7,2
0,2,Away,0,0,Draw,11,0,10,4
1,1,Draw,1,0,Home,17,9,15,5
2,1,Home,2,1,Home,16,9,9,5
2,0,Home,0,0,Draw,20,8,6,2
0,4,Away,0,2,Away,3,0,32,14
0,0,Draw,0,0,Draw,27,6,5,1
2,1,Home,0,1,Away,9,4,15,3
2,1,Home,1,0,Home,17,7,12,6
4,1,Home,2,1,Home,17,7,11,5
2,1,Home,1,0,Home,8,3,11,3
2,2,Draw,2,2,Draw,17,7,8,2
2,0,Home,0,0,Draw,17,7,7,2
2,0,Home,2,0,Home,16,5,11,1
1,0,Home,0,0,Draw,10,4,8,2
1,1,Draw,1,1,Draw,14,7,18,3
2,2,Draw,2,2,Draw,17,6,12,4
1,2,Away,1,2,Away,18,4,8,5
1,1,Draw,0,1,Away,26,5,14,4
2,1,Home,1,1,Draw,12,4,3,2
0,3,Away,0,1,Away,10,3,9,7
0,1,Away,0,0,Draw,17,3,13,6
3,1,Home,2,1,Home,15,7,13,8
0,1,Away,0,1,Away,16,3,7,3
3,2,Home,2,0,Home,11,5,15,6
1,3,Away,0,1,Away,17,5,15,6
2,3,Away,0,2,Away,10,4,16,5
1,1,Draw,1,1,Draw,28,7,12,5
1,3,Away,0,2,Away,13,5,21,9
1,2,Away,0,1,Away,13,6,11,3
3,1,Home,3,0,Home,9,4,21,7
0,1,Away,0,1,Away,10,1,23,13
0,1,Away,0,1,Away,22,10,7,3
0,1,Away,0,1,Away,12,5,8,4
2,3,Away,0,2,Away,28,8,14,4
1,3,Away,1,1,Draw,14,3,16,8
2,1,Home,1,1,Draw,20,5,12,5
2,2,Draw,2,2,Draw,11,4,14,7
5,1,Home,1,0,Home,18,9,11,3
2,4,Away,1,1,Draw,20,8,16,11
2,1,Home,1,1,Draw,20,4,8,3
2,0,Home,0,0,Draw,14,6,4,1
2,2,Draw,1,1,Draw,18,9,8,4
0,3,Away,0,1,Away,10,4,23,14
4,1,Home,1,1,Draw,19,6,7,2
0,4,Away,0,3,Away,10,0,12,9
0,3,Away,0,1,Away,5,1,19,8
1,1,Draw,1,1,Draw,12,7,13,4
0,1,Away,0,0,Draw,11,4,8,4
1,1,Draw,1,0,Home,12,4,8,6
3,1,Home,0,1,Away,11,4,17,6
1,1,Draw,0,0,Draw,11,2,10,3
0,2,Away,0,0,Draw,9,1,16,9
3,0,Home,2,0,Home,19,8,6,0
2,2,Draw,0,1,Away,17,4,16,4
1,5,Away,1,4,Away,15,2,18,7
3,1,Home,2,1,Home,17,4,7,5
3,3,Draw,2,0,Home,16,7,14,6
3,3,Draw,1,1,Draw,10,4,15,4
2,0,Home,1,0,Home,18,8,9,1
0,3,Away,0,1,Away,13,4,11,4
0,0,Draw,0,0,Draw,14,1,6,2
3,0,Home,1,0,Home,15,6,15,2
4,0,Home,3,0,Home,11,5,13,3
2,3,Away,2,2,Draw,8,2,17,8
1,1,Draw,1,0,Home,11,2,8,2
3,0,Home,2,0,Home,26,11,5,1
0,0,Draw,0,0,Draw,15,2,12,3
1,3,Away,1,1,Draw,7,3,7,4
3,0,Home,1,0,Home,16,6,12,4
1,1,Draw,1,0,Home,12,3,14,5
2,0,Home,1,0,Home,13,7,3,0
0,0,Draw,0,0,Draw,7,2,17,6
1,1,Draw,1,1,Draw,15,4,8,3
1,0,Home,0,0,Draw,12,4,9,2
2,1,Home,0,1,Away,19,7,5,2
5,1,Home,3,0,Home,19,11,14,4
3,0,Home,1,0,Home,21,6,10,3
0,3,Away,0,1,Away,15,5,5,3
3,2,Home,2,1,Home,9,4,13,4
0,3,Away,0,0,Draw,11,3,14,8
1,1,Draw,0,1,Away,15,4,7,4
2,1,Home,1,0,Home,9,4,18,8
3,2,Home,1,1,Draw,18,10,20,7
2,1,Home,0,0,Draw,11,4,13,1
2,0,Home,1,0,Home,17,5,8,3
1,5,Away,1,2,Away,11,2,19,14
0,1,Away,0,1,Away,7,1,12,5
0,4,Away,0,1,Away,7,2,13,5
5,1,Home,3,0,Home,14,8,3,1
1,1,Draw,0,0,Draw,13,5,12,3
4,2,Home,1,1,Draw,20,7,14,8
6,0,Home,2,0,Home,22,12,4,1
3,1,Home,0,0,Draw,18,8,7,1
2,1,Home,1,0,Home,10,4,16,6
0,1,Away,0,0,Draw,15,2,11,4
0,0,Draw,0,0,Draw,17,4,5,3
2,3,Away,0,2,Away,11,5,15,5
2,1,Home,1,0,Home,18,6,11,5
0,3,Away,0,0,Draw,7,3,15,6
1,1,Draw,1,1,Draw,13,2,10,2
3,1,Home,0,1,Away,22,10,13,4
2,3,Away,2,1,Home,7,4,25,8
0,1,Away,0,1,Away,14,3,15,4
1,1,Draw,0,1,Away,13,2,21,8
5,2,Home,1,1,Draw,19,10,18,6
6,0,Home,3,0,Home,22,11,7,1
1,0,Home,1,0,Home,24,4,9,3
1,3,Away,0,2,Away,15,2,10,5
4,1,Home,1,1,Draw,13,5,18,6
2,0,Home,0,0,Draw,11,5,7,3
3,1,Home,3,0,Home,8,4,13,6
1,1,Draw,1,1,Draw,12,5,26,8
3,0,Home,0,0,Draw,12,4,14,3
5,0,Home,2,0,Home,21,9,6,0
3,1,Home,2,0,Home,8,4,12,5
3,0,Home,1,0,Home,11,5,10,3
0,1,Away,0,1,Away,15,3,6,3
5,0,Home,3,0,Home,9,5,17,5
5,0,Home,4,0,Home,22,10,5,1
1,2,Away,1,1,Draw,13,3,13,7
2,4,Away,2,1,Home,11,4,8,4
1,2,Away,1,1,Draw,6,4,16,5
1,1,Draw,0,1,Away,14,4,19,6
3,1,Home,1,1,Draw,13,5,11,4
0,4,Away,0,1,Away,8,0,18,9
1,1,Draw,0,0,Draw,15,3,12,6
1,1,Draw,0,0,Draw,17,6,16,2
2,1,Home,2,0,Home,11,7,17,9
0,1,Away,0,0,Draw,12,5,18,9
2,0,Home,2,0,Home,21,10,6,2
0,1,Away,0,0,Draw,13,5,18,5
2,1,Home,0,0,Draw,17,7,9,5
1,3,Away,1,2,Away,17,4,18,6
1,4,Away,0,2,Away,7,2,21,10
2,0,Home,1,0,Home,30,7,5,2
6,0,Home,3,0,Home,24,13,14,4
1,0,Home,0,0,Draw,28,7,3,0
2,0,Home,0,0,Draw,20,9,5,1
3,1,Home,1,1,Draw,21,5,17,7
1,2,Away,0,1,Away,14,4,14,4
2,5,Away,0,2,Away,15,5,11,6
0,4,Away,0,1,Away,9,2,10,6
0,0,Draw,0,0,Draw,16,3,13,5
1,1,Draw,0,0,Draw,21,8,12,3
1,4,Away,1,1,Draw,8,2,13,7
2,4,Away,1,2,Away,8,2,8,4
0,0,Draw,0,0,Draw,10,4,10,3
4,1,Home,2,1,Home,13,6,18,9
1,0,Home,0,0,Draw,7,3,23,4
2,1,Home,1,0,Home,15,4,14,8
1,0,Home,0,0,Draw,13,6,17,4
1,4,Away,1,1,Draw,19,7,22,10
1,1,Draw,0,0,Draw,9,4,18,6
3,3,Draw,1,2,Away,14,6,15,5
3,1,Home,2,0,Home,27,14,2,1
3,1,Home,2,0,Home,11,6,14,1
2,2,Draw,0,1,Away,10,5,26,9
2,2,Draw,0,2,Away,14,4,21,8
2,0,Home,1,0,Home,10,4,12,3
1,1,Draw,1,1,Draw,9,3,16,3
6,1,Home,6,1,Home,17,11,4,2
0,0,Draw,0,0,Draw,14,3,7,3
3,4,Away,1,0,Home,5,3,24,8
3,2,Home,1,0,Home,15,5,8,3
3,0,Home,1,0,Home,18,6,5,1
0,1,Away,0,1,Away,19,3,11,6
1,1,Draw,1,0,Home,18,5,8,3
0,4,Away,0,0,Draw,12,2,16,5
0,0,Draw,0,0,Draw,10,3,11,5
3,0,Home,1,0,Home,11,4,8,2
0,2,Away,0,0,Draw,13,4,15,4
5,1,Home,1,0,Home,23,14,6,2
2,1,Home,0,0,Draw,15,7,14,3
5,1,Home,2,0,Home,18,8,14,5
1,5,Away,1,2,Away,9,4,13,8
4,2,Home,0,2,Away,22,12,19,7
0,2,Away,0,1,Away,7,0,12,3
0,0,Draw,0,0,Draw,12,3,16,8
2,1,Home,1,0,Home,6,3,10,3
8,1,Home,3,0,Home,18,10,12,4
2,2,Draw,1,2,Away,17,7,6,3
5,1,Home,1,1,Draw,23,10,5,1
3,0,Home,0,0,Draw,19,8,19,5
3,2,Home,2,2,Draw,13,4,11,6
1,3,Away,0,1,Away,23,10,12,7
2,1,Home,1,0,Home,14,5,11,2
0,0,Draw,0,0,Draw,16,4,8,1
1,0,Home,1,0,Home,17,8,10,1
0,4,Away,0,3,Away,13,2,14,8
1,3,Away,1,0,Home,13,1,14,6
1,1,Draw,0,0,Draw,12,4,13,1
1,3,Away,0,3,Away,11,6,11,7
3,2,Home,0,1,Away,10,3,18,6
1,3,Away,1,1,Draw,21,4,15,6
1,3,Away,1,2,Away,15,2,9,4
0,3,Away,0,1,Away,9,2,10,6
2,1,Home,1,0,Home,13,5,11,5
0,3,Away,0,1,Away,8,2,9,4
1,3,Away,0,1,Away,11,3,14,6
6,1,Home,2,1,Home,19,10,7,4
1,2,Away,1,0,Home,14,1,9,3
0,0,Draw,0,0,Draw,20,2,6,1
3,0,Home,1,0,Home,9,2,9,3
1,1,Draw,0,1,Away,15,5,7,3
3,1,Home,1,1,Draw,15,7,13,2
3,2,Home,2,1,Home,15,5,12,6
2,1,Home,0,1,Away,15,8,14,4
1,1,Draw,1,1,Draw,12,3,15,6
2,1,Home,2,0,Home,9,6,23,3
4,0,Home,1,0,Home,11,9,22,12
0,1,Away,0,1,Away,14,7,15,4
2,1,Home,1,0,Home,14,5,16,8
1,2,Away,1,1,Draw,12,5,16,7
1,1,Draw,1,1,Draw,12,6,14,7
0,3,Away,0,2,Away,22,5,16,8
1,5,Away,1,1,Draw,9,1,18,11
2,1,Home,1,0,Home,19,6,14,3
4,0,Home,1,0,Home,24,5,16,2
1,1,Draw,1,1,Draw,17,5,12,2
2,1,Home,1,0,Home,6,4,17,8
2,0,Home,2,0,Home,20,7,4,0
0,3,Away,0,2,Away,11,1,14,7
2,1,Home,0,1,Away,23,11,18,4
2,2,Draw,1,1,Draw,17,3,15,7
1,1,Draw,1,1,Draw,12,4,11,5
1,2,Away,0,0,Draw,12,5,14,6
0,3,Away,0,1,Away,8,1,11,5
0,3,Away,0,1,Away,17,4,11,5
0,1,Away,0,1,Away,15,5,4,3
2,3,Away,0,1,Away,10,5,18,6
1,3,Away,0,2,Away,17,6,13,8
2,2,Draw,2,1,Home,19,7,11,5
1,2,Away,1,1,Draw,17,7,9,3
0,4,Away,0,1,Away,8,3,10,6
3,1,Home,2,1,Home,16,3,9,3
1,2,Away,0,0,Draw,20,4,8,5
2,2,Draw,0,1,Away,6,1,8,4
1,1,Draw,0,0,Draw,11,8,11,5
1,2,Away,1,2,Away,16,7,18,7
1,1,Draw,0,0,Draw,15,3,9,5
5,1,Home,4,0,Home,13,9,13,3
1,0,Home,0,0,Draw,13,4,14,3
2,2,Draw,0,1,Away,24,7,11,5
3,0,Home,2,0,Home,10,5,19,10
2,2,Draw,1,1,Draw,9,7,24,9
1,0,Home,0,0,Draw,20,4,7,1
1,1,Draw,0,0,Draw,13,5,14,6
2,0,Home,1,0,Home,18,5,12,4
1,1,Draw,1,0,Home,15,5,11,2
1,0,Home,0,0,Draw,20,7,13,3
3,0,Home,1,0,Home,16,6,9,1
2,0,Home,0,0,Draw,9,3,11,1
3,1,Home,1,1,Draw,18,6,16,8
2,1,Home,1,0,Home,21,10,6,4
2,1,Home,1,0,Home,14,3,25,6
2,3,Away,0,2,Away,13,4,17,8
2,0,Home,1,0,Home,14,6,18,4
0,0,Draw,0,0,Draw,13,3,8,3
2,2,Draw,1,1,Draw,21,4,10,3
0,0,Draw,0,0,Draw,14,3,10,5
4,2,Home,2,0,Home,12,7,15,3
3,0,Home,3,0,Home,12,7,9,2
3,0,Home,0,0,Draw,17,8,12,3
5,1,Home,2,1,Home,17,11,7,3
1,2,Away,1,2,Away,23,6,11,6
8,0,Home,5,0,Home,19,12,10,2
2,2,Draw,1,1,Draw,20,10,13,3
1,0,Home,0,0,Draw,16,6,8,3
2,0,Home,1,0,Home,9,3,8,1
2,3,Away,1,1,Draw,12,4,11,3
1,2,Away,1,0,Home,11,3,15,5
2,4,Away,1,2,Away,7,3,10,7
2,3,Away,0,2,Away,18,5,14,4
0,1,Away,0,1,Away,12,4,13,5
3,3,Draw,1,0,Home,12,5,9,5
4,0,Home,1,0,Home,17,5,2,0
3,1,Home,2,0,Home,17,7,16,7
0,2,Away,0,1,Away,9,1,9,4
1,0,Home,0,0,Draw,13,7,17,6
3,3,Draw,0,3,Away,18,7,10,4
0,2,Away,0,1,Away,17,9,9,6
0,4,Away,0,3,Away,12,1,18,5
1,1,Draw,1,1,Draw,27,9,7,2
2,0,Home,1,0,Home,11,6,12,2
1,2,Away,0,1,Away,16,5,10,5
4,1,Home,3,1,Home,20,8,6,1
4,0,Home,2,0,Home,14,5,5,1
1,5,Away,0,1,Away,22,8,11,5
2,1,Home,1,1,Draw,17,8,17,7
1,1,Draw,0,1,Away,13,6,11,4
1,2,Away,1,2,Away,13,3,7,5
1,1,Draw,1,0,Home,12,6,11,3
2,3,Away,0,3,Away,8,4,18,6
1,2,Away,1,2,Away,24,11,11,7
4,2,Home,1,1,Draw,22,13,13,5
2,3,Away,1,2,Away,19,6,10,3
2,1,Home,0,1,Away,18,8,14,4
2,2,Draw,0,1,Away,25,6,9,3
2,1,Home,1,1,Draw,18,5,12,3
5,0,Home,1,0,Home,23,10,2,0
1,0,Home,0,0,Draw,10,3,10,0
2,1,Home,0,0,Draw,7,3,17,5
3,1,Home,1,0,Home,25,14,11,1
2,1,Home,1,0,Home,19,9,5,3
2,0,Home,1,0,Home,11,5,14,4
0,1,Away,0,0,Draw,12,3,18,5
2,4,Away,1,1,Draw,19,8,6,4
6,1,Home,2,1,Home,29,14,11,2
2,0,Home,0,0,Draw,13,5,6,2
1,0,Home,0,0,Draw,14,4,15,2
0,4,Away,0,1,Away,9,0,18,7
1,1,Draw,1,1,Draw,14,3,15,2
0,3,Away,0,1,Away,4,1,21,7
2,1,Home,1,1,Draw,17,7,6,5
1,0,Home,0,0,Draw,11,5,17,3
0,5,Away,0,4,Away,15,5,19,8
3,0,Home,1,0,Home,12,7,6,2
3,3,Draw,2,0,Home,14,6,12,8
0,2,Away,0,0,Draw,16,2,7,4
0,1,Away,0,0,Draw,17,7,10,5
2,4,Away,2,1,Home,17,6,21,9
1,3,Away,0,1,Away,15,5,22,10
2,0,Home,0,0,Draw,17,6,12,2
1,1,Draw,0,0,Draw,29,11,8,2
2,1,Home,0,1,Away,11,3,12,5
2,0,Home,0,0,Draw,18,8,10,3
1,0,Home,1,0,Home,7,1,6,1
0,1,Away,0,0,Draw,17,2,14,4
3,1,Home,0,1,Away,22,7,6,2
2,2,Draw,1,0,Home,19,6,19,7
0,0,Draw,0,0,Draw,8,0,11,5
2,1,Home,1,0,Home,22,8,17,6
2,1,Home,2,0,Home,19,5,20,5
2,0,Home,0,0,Draw,13,7,14,5
3,5,Away,1,0,Home,13,5,17,8
3,1,Home,2,0,Home,12,7,17,8
0,1,Away,0,0,Draw,17,2,13,4
1,2,Away,0,1,Away,12,5,13,3
1,2,Away,0,2,Away,24,8,13,5
3,1,Home,0,1,Away,19,8,15,5
0,4,Away,0,0,Draw,6,1,20,10
1,4,Away,0,3,Away,13,7,12,7
5,1,Home,2,0,Home,14,9,11,5
2,0,Home,0,0,Draw,7,5,22,4
0,2,Away,0,0,Draw,19,5,15,3
3,1,Home,1,1,Draw,15,5,12,9
2,0,Home,0,0,Draw,12,3,25,7
1,2,Away,0,0,Draw,20,7,9,4
5,0,Home,2,0,Home,24,14,7,1
0,3,Away,0,0,Draw,16,3,9,4
3,0,Home,1,0,Home,25,11,12,3
0,0,Draw,0,0,Draw,9,0,13,5
2,1,Home,0,1,Away,14,4,7,1
5,0,Home,2,0,Home,13,7,5,0
1,1,Draw,0,0,Draw,8,1,6,4
2,1,Home,1,1,Draw,14,6,22,11
1,3,Away,1,3,Away,8,3,13,5
2,2,Draw,0,2,Away,18,8,7,4
4,0,Home,1,0,Home,24,9,9,2
2,4,Away,1,2,Away,10,7,9,5
5,0,Home,1,0,Home,13,9,8,5
1,0,Home,1,0,Home,12,6,21,6
1,3,Away,0,1,Away,13,3,10,3
1,1,Draw,0,0,Draw,15,4,15,4
0,2,Away,0,0,Draw,14,3,11,5
1,1,Draw,0,1,Away,9,5,10,2
4,3,Home,2,2,Draw,9,5,12,6
0,0,Draw,0,0,Draw,10,3,8,1
4,0,Home,1,0,Home,17,7,1,0
1,1,Draw,1,0,Home,10,3,20,5
2,3,Away,1,1,Draw,14,6,15,6
1,2,Away,0,1,Away,20,4,17,6
3,0,Home,2,0,Home,10,3,8,1
2,3,Away,1,1,Draw,20,7,12,5
1,4,Away,1,1,Draw,9,4,17,6
1,4,Away,0,3,Away,13,6,26,8
0,0,Draw,0,0,Draw,15,5,8,3
3,2,Home,1,1,Draw,18,9,5,4
0,2,Away,0,1,Away,15,4,9,4
0,5,Away,0,3,Away,9,1,17,11
1,1,Draw,1,0,Home,17,10,22,4
0,2,Away,0,0,Draw,8,2,12,6
0,5,Away,0,1,Away,3,2,22,8
2,0,Home,1,0,Home,9,4,8,3
4,0,Home,2,0,Home,16,6,13,3
1,2,Away,0,0,Draw,21,3,11,7
3,3,Draw,3,0,Home,14,5,16,7
2,3,Away,0,0,Draw,8,3,15,7
1,0,Home,1,0,Home,16,2,13,4
0,6,Away,0,4,Away,4,1,25,11
2,0,Home,2,0,Home,8,3,9,4
3,0,Home,2,0,Home,11,6,7,1
2,2,Draw,1,0,Home,6,3,14,3
1,1,Draw,1,1,Draw,9,2,14,6
1,2,Away,0,2,Away,16,2,15,3
3,1,Home,1,0,Home,9,4,14,4
2,2,Draw,1,2,Away,19,5,7,3
4,0,Home,2,0,Home,14,5,9,3
1,1,Draw,1,0,Home,14,4,4,1
0,0,Draw,0,0,Draw,16,4,15,4
1,2,Away,0,1,Away,10,3,10,4
2,0,Home,0,0,Draw,17,6,8,2
1,1,Draw,0,0,Draw,3,1,20,5
2,1,Home,1,0,Home,12,5,16,3
1,2,Away,0,1,Away,8,3,17,5
4,0,Home,2,0,Home,11,4,10,3
0,0,Draw,0,0,Draw,10,1,7,1
0,3,Away,0,0,Draw,21,5,12,5
1,1,Draw,0,1,Away,23,9,7,2
1,3,Away,0,2,Away,12,4,15,8
2,2,Draw,1,0,Home,16,6,11,5
0,2,Away,0,1,Away,10,2,14,3
1,4,Away,1,2,Away,9,1,13,6
4,0,Home,0,0,Draw,14,8,7,0
0,1,Away,0,1,Away,15,8,11,3
1,3,Away,0,1,Away,16,6,13,7
1,1,Draw,1,1,Draw,13,3,18,7
0,2,Away,0,1,Away,8,1,6,2
5,2,Home,2,0,Home,23,10,11,4
0,3,Away,0,1,Away,12,2,9,7
0,5,Away,0,3,Away,4,1,21,9
2,2,Draw,0,1,Away,16,6,10,5
0,1,Away,0,1,Away,13,5,13,6
3,3,Draw,1,1,Draw,35,16,10,5
1,4,Away,0,1,Away,10,2,14,9
0,0,Draw,0,0,Draw,12,7,8,4
2,2,Draw,1,1,Draw,11,5,13,4
0,0,Draw,0,0,Draw,12,3,15,3
2,1,Home,0,0,Draw,13,8,7,2
3,1,Home,1,0,Home,8,6,15,5
1,1,Draw,1,1,Draw,9,4,10,2
0,1,Away,0,0,Draw,9,1,7,1
2,0,Home,1,0,Home,12,6,8,2
0,1,Away,0,1,Away,18,2,13,6
0,1,Away,0,1,Away,12,1,6,2
1,2,Away,0,1,Away,19,4,6,3
5,0,Home,3,0,Home,23,8,7,2
4,1,Home,2,0,Home,16,10,13,5
1,6,Away,0,0,Draw,10,1,16,11
2,4,Away,1,2,Away,7,5,19,8
0,3,Away,0,0,Draw,11,3,12,4
1,0,Home,0,0,Draw,16,6,18,4
0,2,Away,0,1,Away,10,0,17,5
2,2,Draw,1,1,Draw,23,4,8,5
2,4,Away,1,3,Away,10,6,16,10
1,1,Draw,1,0,Home,12,5,17,5
1,0,Home,0,0,Draw,12,3,5,2
0,1,Away,0,0,Draw,14,4,18,3
1,1,Draw,1,1,Draw,12,6,5,1
1,1,Draw,0,0,Draw,18,5,9,2
0,2,Away,0,2,Away,22,7,14,7
1,2,Away,0,1,Away,10,6,7,5
0,1,Away,0,0,Draw,6,4,5,3
1,4,Away,1,0,Home,4,3,18,7
1,5,Away,0,3,Away,20,8,11,8
2,2,Draw,2,1,Home,22,7,10,6
2,1,Home,1,1,Draw,11,6,9,2
0,1,Away,0,1,Away,18,4,9,3
1,1,Draw,0,0,Draw,7,4,15,5
3,0,Home,2,0,Home,11,3,12,2
2,1,Home,0,0,Draw,17,6,12,5
1,0,Home,1,0,Home,14,6,10,2
0,1,Away,0,1,Away,6,1,13,4
2,1,Home,1,0,Home,14,4,8,5
1,3,Away,0,0,Draw,12,5,17,5
0,2,Away,0,1,Away,15,5,10,6
3,1,Home,2,0,Home,13,6,7,1
2,2,Draw,0,0,Draw,14,5,12,2
3,1,Home,3,1,Home,23,8,11,3
1,1,Draw,1,0,Home,4,2,9,2
1,1,Draw,1,1,Draw,8,4,11,3
2,0,Home,1,0,Home,13,5,12,2
4,0,Home,3,0,Home,15,8,5,1
3,1,Home,2,0,Home,21,12,19,6
1,3,Away,0,1,Away,11,1,22,10
0,2,Away,0,1,Away,16,5,11,7
1,4,Away,0,1,Away,10,3,10,5
1,2,Away,0,1,Away,5,1,14,5
0,4,Away,0,2,Away,7,4,15,7
3,2,Home,2,0,Home,12,4,16,5
4,0,Home,2,0,Home,15,8,21,5
1,0,Home,1,0,Home,13,2,6,1
2,1,Home,1,0,Home,22,8,4,2
3,0,Home,1,0,Home,11,7,25,4
6,1,Home,3,0,Home,18,9,6,2
0,4,Away,0,2,Away,11,4,17,11
8,0,Home,3,0,Home,22,12,5,1
1,1,Draw,0,0,Draw,18,6,14,4
2,3,Away,1,2,Away,13,6,13,7
2,3,Away,0,2,Away,22,7,7,6
1,3,Away,0,1,Away,13,3,9,5
1,4,Away,0,2,Away,17,7,13,6
3,0,Home,1,0,Home,9,4,8,2
3,1,Home,2,0,Home,23,10,8,1
0,0,Draw,0,0,Draw,9,1,6,2
